X.seqnames	X.start	X.end	X.width	X.strand	X.gene	X.product	X.product_type	X.locus_tag	X.GO_term	X.EC_number	X.note	X.withReplication	X.PY79_rpkm	X.delta_walJ_rpkm	X.delta_mutSL_rpkm	X.GC_content	gene	product	product_type	locus_tag	GO_term	EC_number	note	withReplication	PY79_rpkm	delta_walJ_rpkm	delta_mutSL_rpkm	GC_content
PY79	2243116	2243709	594	-	spcB	Segregation and condensation protein B	CDS	U712_11275				codirectional	242.913	1001.61	1321.46	0.447811	spcB	Segregation and condensation protein B	CDS	U712_11275				codirectional	242.913	1001.61	1321.46	0.447811
PY79	2243699	2244454	756	-	scpA	Segregation and condensation protein A	CDS	U712_11280				codirectional	233.356	218.792	256.242	0.403439	scpA	Segregation and condensation protein A	CDS	U712_11280				codirectional	233.356	218.792	256.242	0.403439
PY79	2244735	2245259	525	+	ypuF	Uncharacterized protein ypuF	CDS	U712_11285				head-on	25.8964	7.54346	4.01262	0.43619	ypuF	Uncharacterized protein ypuF	CDS	U712_11285				head-on	25.8964	7.54346	4.01262	0.43619
PY79	2245273	2245647	375	-	ypzK	Protein RibT	CDS	U712_11290				codirectional	404.764	292.323	216.779	0.402667	ypzK	Protein RibT	CDS	U712_11290				codirectional	404.764	292.323	216.779	0.402667
PY79	2245760	2246224	465	-	ribH	6,7-dimethyl-8-ribityllumazine synthase	CDS	U712_11295		2.5.1.78		codirectional	151.696	680.958	691.915	0.425806	ribH	6,7-dimethyl-8-ribityllumazine synthase	CDS	U712_11295		2.5.1.78		codirectional	151.696	680.958	691.915	0.425806
PY79	2246257	2247453	1197	-	ribAB	Riboflavin biosynthesis protein ribBA	CDS	U712_11300	GO:0003935	4.1.99.12		codirectional	114.203	302.557	285.413	0.461153	ribAB	Riboflavin biosynthesis protein ribBA	CDS	U712_11300	GO:0003935	4.1.99.12		codirectional	114.203	302.557	285.413	0.461153
PY79	2247468	2248115	648	-	ribE	Riboflavin synthase alpha chain	CDS	U712_11305		2.5.1.9		codirectional	77.2412	266.54	273.375	0.401235	ribE	Riboflavin synthase alpha chain	CDS	U712_11305		2.5.1.9		codirectional	77.2412	266.54	273.375	0.401235
PY79	2248126	2249211	1086	-	ribD	Riboflavin biosynthesis protein RibD	CDS	U712_11310	GO:0008703	3.5.4.26		codirectional	86.9682	395.63	458.851	0.477901	ribD	Riboflavin biosynthesis protein RibD	CDS	U712_11310	GO:0008703	3.5.4.26		codirectional	86.9682	395.63	458.851	0.477901
PY79	2249605	2249949	345	-	ypuD	Uncharacterized protein ypuD	CDS	U712_11315				codirectional	31.0402	121.399	113.906	0.371015	ypuD	Uncharacterized protein ypuD	CDS	U712_11315				codirectional	31.0402	121.399	113.906	0.371015
PY79	2250184	2250738	555	-	sipS	Signal peptidase I S	CDS	U712_11320	GO:0006508	3.4.21.89		codirectional	289.387	336.977	343.12	0.41982	sipS	Signal peptidase I S	CDS	U712_11320	GO:0006508	3.4.21.89		codirectional	289.387	336.977	343.12	0.41982
PY79	2251184	2251390	207	-	ypzJ	Hypothetical Protein	CDS	U712_11325				codirectional	168.697	18.0694	15.289	0.391304	ypzJ	Hypothetical Protein	CDS	U712_11325				codirectional	168.697	18.0694	15.289	0.391304
PY79	2251499	2251753	255	-	ypuC	Hypothetical Protein	CDS	U712_11330				codirectional	6.02545	9.63029	3.82202	0.423529	ypuC	Hypothetical Protein	CDS	U712_11330				codirectional	6.02545	9.63029	3.82202	0.423529
PY79	2252011	2252214	204	-	ypuB	Hypothetical Protein	CDS	U712_11335				codirectional	4.90709	69.7211	45.722	0.480392	ypuB	Hypothetical Protein	CDS	U712_11335				codirectional	4.90709	69.7211	45.722	0.480392
PY79	2252623	2252739	117	+	U712_11340	Hypothetical Protein	CDS	U712_11340				head-on	3.18361	0	0	0.418803	U712_11340	Hypothetical Protein	CDS	U712_11340				head-on	3.18361	0	0	0.418803
PY79	2252880	2253092	213	+	ypzD	Spore germination protein-like protein ypzD	CDS	U712_11345				head-on	2.951	0	4.96803	0.338028	ypzD	Spore germination protein-like protein ypzD	CDS	U712_11345				head-on	2.951	0	4.96803	0.338028
PY79	2253228	2253659	432	-	ppiB	Peptidyl-prolyl cis-trans isomerase B	CDS	U712_11350		5.2.1.8		codirectional	757.898	291.097	316.398	0.462963	ppiB	Peptidyl-prolyl cis-trans isomerase B	CDS	U712_11350		5.2.1.8		codirectional	757.898	291.097	316.398	0.462963
PY79	2253739	2253873	135	-	U712_11355	Hypothetical Protein	CDS	U712_11355				codirectional	85.5329	2936.77	3361.45	0.392593	U712_11355	Hypothetical Protein	CDS	U712_11355				codirectional	85.5329	2936.77	3361.45	0.392593
PY79	2253913	2254785	873	+	ypuA	Uncharacterized protein ypuA	CDS	U712_11360				head-on	227.068	44.26	43.0503	0.426117	ypuA	Uncharacterized protein ypuA	CDS	U712_11360				head-on	227.068	44.26	43.0503	0.426117
PY79	2254815	2256140	1326	-	lysA	Diaminopimelate decarboxylase	CDS	U712_11365	GO:0008836	4.1.1.20		codirectional	95.2624	205.378	290.53	0.457014	lysA	Diaminopimelate decarboxylase	CDS	U712_11365	GO:0008836	4.1.1.20		codirectional	95.2624	205.378	290.53	0.457014
PY79	2256240	2257721	1482	-	spoVAF	Stage V sporulation protein AF	CDS	U712_11370				codirectional	6.83324	710.647	900.618	0.447368	spoVAF	Stage V sporulation protein AF	CDS	U712_11370				codirectional	6.83324	710.647	900.618	0.447368
PY79	2258643	2259659	1017	-	spoVAD	Stage V sporulation protein AD	CDS	U712_11380				codirectional	0.663839	397.095	456.449	0.474926	spoVAD	Stage V sporulation protein AD	CDS	U712_11380				codirectional	0.663839	397.095	456.449	0.474926
PY79	2259672	2260124	453	-	spoVAC	Stage V sporulation protein AC	CDS	U712_11385				codirectional	0.411128	541.864	614.938	0.410596	spoVAC	Stage V sporulation protein AC	CDS	U712_11385				codirectional	0.411128	541.864	614.938	0.410596
PY79	2260137	2260562	426	-	spoVAB	Stage V sporulation protein AB	CDS	U712_11390				codirectional	0.163945	23.5917	36.7992	0.464789	spoVAB	Stage V sporulation protein AB	CDS	U712_11390				codirectional	0.163945	23.5917	36.7992	0.464789
PY79	2260552	2261175	624	-	spoVAA	Stage V sporulation protein AA	CDS	U712_11395				codirectional	0.335771	1633.4	1768.56	0.423077	spoVAA	Stage V sporulation protein AA	CDS	U712_11395				codirectional	0.335771	1633.4	1768.56	0.423077
PY79	2261297	2262064	768	-	sigF	RNA polymerase sigma-F factor	CDS	U712_11400				codirectional	2.33408	522.092	851.748	0.447917	sigF	RNA polymerase sigma-F factor	CDS	U712_11400				codirectional	2.33408	522.092	851.748	0.447917
PY79	2262076	2262516	441	-	spoIIAB	Anti-sigma F factor	CDS	U712_11405		2.7.11.1		codirectional	2.21716	0	2.21001	0.421769	spoIIAB	Anti-sigma F factor	CDS	U712_11405		2.7.11.1		codirectional	2.21716	0	2.21001	0.421769
PY79	2262513	2262866	354	-	spoIIAA	Anti-sigma F factor antagonist	CDS	U712_11410				codirectional	1.44679	18.896	11.4848	0.440678	spoIIAA	Anti-sigma F factor antagonist	CDS	U712_11410				codirectional	1.44679	18.896	11.4848	0.440678
PY79	2262962	2264131	1170	-	dacF	D-alanyl-D-alanine carboxypeptidase dacF	CDS	U712_11415	GO:0009002	3.4.16.4		codirectional	0.577029	499.884	488.089	0.411966	dacF	D-alanyl-D-alanine carboxypeptidase dacF	CDS	U712_11415	GO:0009002	3.4.16.4		codirectional	0.577029	499.884	488.089	0.411966
PY79	2264286	2265101	816	-	pupG	Purine nucleoside phosphorylase 1	CDS	U712_11420	GO:0004731	2.4.2.1		codirectional	716.235	166.53	153.2	0.465686	pupG	Purine nucleoside phosphorylase 1	CDS	U712_11420	GO:0004731	2.4.2.1		codirectional	716.235	166.53	153.2	0.465686
PY79	2265114	2266298	1185	-	drm	Phosphopentomutase	CDS	U712_11425	GO:0008973	5.4.2.7		codirectional	572.357	103.324	124.604	0.464979	drm	Phosphopentomutase	CDS	U712_11425	GO:0008973	5.4.2.7		codirectional	572.357	103.324	124.604	0.464979
PY79	2266459	2267349	891	-	ripX	Tyrosine recombinase xerD	CDS	U712_11430				codirectional	107.256	149.17	164.42	0.454545	ripX	Tyrosine recombinase xerD	CDS	U712_11430				codirectional	107.256	149.17	164.42	0.454545
PY79	2267357	2267584	228	-	yqzK	Uncharacterized membrane protein yqzK	CDS	U712_11435				codirectional	76.0688	415.7	298.532	0.407895	yqzK	Uncharacterized membrane protein yqzK	CDS	U712_11435				codirectional	76.0688	415.7	298.532	0.407895
PY79	2267569	2267682	114	-	U712_11440	Hypothetical Protein	CDS	U712_11440				codirectional	34.9202	78.289	28.4091	0.377193	U712_11440	Hypothetical Protein	CDS	U712_11440				codirectional	34.9202	78.289	28.4091	0.377193
PY79	2267709	2268158	450	-	fur	Ferric uptake regulation protein	CDS	U712_11445	GO:0003700			codirectional	441.805	39.1937	37.5378	0.42	fur	Ferric uptake regulation protein	CDS	U712_11445	GO:0003700			codirectional	441.805	39.1937	37.5378	0.42
PY79	2268271	2268915	645	-	spoIIM	Stage II sporulation protein M	CDS	U712_11450				codirectional	1.55201	19.1302	8.31748	0.406202	spoIIM	Stage II sporulation protein M	CDS	U712_11450				codirectional	1.55201	19.1302	8.31748	0.406202
PY79	2269016	2269231	216	-	yqkK	Uncharacterized protein yqkK	CDS	U712_11455				codirectional	5.17336	5.17541	0	0.421296	yqkK	Uncharacterized protein yqkK	CDS	U712_11455				codirectional	5.17336	5.17541	0	0.421296
PY79	2269331	2270650	1320	-	mleA	Probable NAD-dependent malic enzyme 1	CDS	U712_11460	GO:0016619	1.1.1.38		codirectional	620.627	1.01351	2.27835	0.497727	mleA	Probable NAD-dependent malic enzyme 1	CDS	U712_11460	GO:0016619	1.1.1.38		codirectional	620.627	1.01351	2.27835	0.497727
PY79	2270668	2272074	1407	-	mleN	Malate-2H(+)/Na(+)-lactate antiporter	CDS	U712_11465	GO:0008514			codirectional	621.267	6.07353	2.13747	0.409382	mleN	Malate-2H(+)/Na(+)-lactate antiporter	CDS	U712_11465	GO:0008514			codirectional	621.267	6.07353	2.13747	0.409382
PY79	2272215	2273642	1428	-	ansB	Aspartate ammonia-lyase	CDS	U712_11470	GO:0008797	4.3.1.1		codirectional	816.924	17.356	15.1315	0.458683	ansB	Aspartate ammonia-lyase	CDS	U712_11470	GO:0008797	4.3.1.1		codirectional	816.924	17.356	15.1315	0.458683
PY79	2273687	2274676	990	-	ansA	L-asparaginase 1	CDS	U712_11475		3.5.1.1		codirectional	788.773	5.1295	7.13463	0.436364	ansA	L-asparaginase 1	CDS	U712_11475		3.5.1.1		codirectional	788.773	5.1295	7.13463	0.436364
PY79	2274858	2275208	351	+	ansR	HTH-type transcriptional regulator AnsR	CDS	U712_11480				head-on	180.006	27.0558	40.8191	0.461538	ansR	HTH-type transcriptional regulator AnsR	CDS	U712_11480				head-on	180.006	27.0558	40.8191	0.461538
PY79	2275217	2276380	1164	-	yqxK	Uncharacterized protein yqxK	CDS	U712_11485				codirectional	71.9604	1129.58	1157.97	0.462199	yqxK	Uncharacterized protein yqxK	CDS	U712_11485				codirectional	71.9604	1129.58	1157.97	0.462199
PY79	2276377	2276934	558	-	nudF	ADP-ribose pyrophosphatase	CDS	U712_11490	GO:0047631	3.6.1.13		codirectional	66.169	841.446	1105.35	0.437276	nudF	ADP-ribose pyrophosphatase	CDS	U712_11490	GO:0047631	3.6.1.13		codirectional	66.169	841.446	1105.35	0.437276
PY79	2277009	2277131	123	+	mciZ	Hypothetical Protein	CDS	U712_11495				head-on	3.02831	9.08853	27.0098	0.414634	mciZ	Hypothetical Protein	CDS	U712_11495				head-on	3.02831	9.08853	27.0098	0.414634
PY79	2277194	2278114	921	+	yqkF	Uncharacterized oxidoreductase YqkF	CDS	U712_11500				head-on	110.334	17.4586	11.8691	0.452769	yqkF	Uncharacterized oxidoreductase YqkF	CDS	U712_11500				head-on	110.334	17.4586	11.8691	0.452769
PY79	2278146	2278370	225	-	yqkE	Uncharacterized protein yqkE	CDS	U712_11505				codirectional	39.3176	44.6669	14.3939	0.342222	yqkE	Uncharacterized protein yqkE	CDS	U712_11505				codirectional	39.3176	44.6669	14.3939	0.342222
PY79	2278532	2279449	918	+	yqkD	Uncharacterized protein yqkD	CDS	U712_11510				head-on	24.8524	23.1634	26.8826	0.453159	yqkD	Uncharacterized protein yqkD	CDS	U712_11510				head-on	24.8524	23.1634	26.8826	0.453159
PY79	2279489	2279728	240	-	yqkC	Uncharacterized protein yqkC	CDS	U712_11515				codirectional	313.409	5.57431	4.0609	0.429167	yqkC	Uncharacterized protein yqkC	CDS	U712_11515				codirectional	313.409	5.57431	4.0609	0.429167
PY79	2279741	2280064	324	-	yqkB	Uncharacterized protein yqkB	CDS	U712_11520				codirectional	200.18	110.766	92.4703	0.490741	yqkB	Uncharacterized protein yqkB	CDS	U712_11520				codirectional	200.18	110.766	92.4703	0.490741
PY79	2280061	2281092	1032	-	yqkA	UPF0157 protein YqkA	CDS	U712_11525				codirectional	22.7613	801.643	868.616	0.438953	yqkA	UPF0157 protein YqkA	CDS	U712_11525				codirectional	22.7613	801.643	868.616	0.438953
PY79	2281085	2281429	345	-	yqjZ	Uncharacterized protein yqjZ	CDS	U712_11530				codirectional	19.5688	1041.97	1210.61	0.463768	yqjZ	Uncharacterized protein yqjZ	CDS	U712_11530				codirectional	19.5688	1041.97	1210.61	0.463768
PY79	2281439	2281909	471	-	yqjY	Uncharacterized protein yqjY	CDS	U712_11535				codirectional	18.8811	704.506	711.629	0.407643	yqjY	Uncharacterized protein yqjY	CDS	U712_11535				codirectional	18.8811	704.506	711.629	0.407643
PY79	2282095	2282433	339	-	yqjX	Uncharacterized protein yqjX	CDS	U712_11540				codirectional	0.686729	140.527	139.107	0.469027	yqjX	Uncharacterized protein yqjX	CDS	U712_11540				codirectional	0.686729	140.527	139.107	0.469027
PY79	2282430	2283665	1236	-	polYB	DNA polymerase IV 2	CDS	U712_11545				codirectional	0.809907	1209.78	1163.58	0.503236	polYB	DNA polymerase IV 2	CDS	U712_11545				codirectional	0.809907	1209.78	1163.58	0.503236
PY79	2283834	2284040	207	+	yqzH	Uncharacterized protein yqzH	CDS	U712_11550				head-on	18.1068	143.458	134.173	0.425121	yqzH	Uncharacterized protein yqzH	CDS	U712_11550				head-on	18.1068	143.458	134.173	0.425121
PY79	2284161	2284298	138	-	U712_11555	Hypothetical Protein	CDS	U712_11555				codirectional	9.7844	2211.57	2112.67	0.478261	U712_11555	Hypothetical Protein	CDS	U712_11555				codirectional	9.7844	2211.57	2112.67	0.478261
PY79	2284589	2285821	1233	+	yqjV	Uncharacterized MFS-type transporter yqjV	CDS	U712_11560				head-on	10.1202	213.92	200.113	0.460665	yqjV	Uncharacterized MFS-type transporter yqjV	CDS	U712_11560				head-on	10.1202	213.92	200.113	0.460665
PY79	2285872	2286030	159	+	yqjU	Uncharacterized protein yqjU	CDS	U712_11565				head-on	115.522	72.2909	77.6996	0.421384	yqjU	Uncharacterized protein yqjU	CDS	U712_11565				head-on	115.522	72.2909	77.6996	0.421384
PY79	2286027	2286413	387	-	yqjT	Uncharacterized protein yqjT	CDS	U712_11570				codirectional	126.086	72.8642	67.9661	0.462532	yqjT	Uncharacterized protein yqjT	CDS	U712_11570				codirectional	126.086	72.8642	67.9661	0.462532
PY79	2286417	2287376	960	-	coaA	Pantothenate kinase	CDS	U712_11575	GO:0004594	2.7.1.33		codirectional	81.3835	258.114	255.19	0.434375	coaA	Pantothenate kinase	CDS	U712_11575	GO:0004594	2.7.1.33		codirectional	81.3835	258.114	255.19	0.434375
PY79	2287448	2288794	1347	-	dsdA	Probable D-serine dehydratase	CDS	U712_11580	GO:0008721	4.3.1.18		codirectional	38.5928	64.3225	54.6862	0.477357	dsdA	Probable D-serine dehydratase	CDS	U712_11580	GO:0008721	4.3.1.18		codirectional	38.5928	64.3225	54.6862	0.477357
PY79	2288870	2289649	780	-	yqjQ	Uncharacterized oxidoreductase yqjQ	CDS	U712_11585				codirectional	38.8002	210.058	278.717	0.485897	yqjQ	Uncharacterized oxidoreductase yqjQ	CDS	U712_11585				codirectional	38.8002	210.058	278.717	0.485897
PY79	2289655	2290614	960	-	yqjP	Uncharacterized protein yqjP	CDS	U712_11590		3.5.2.6		codirectional	34.8959	548.567	616.184	0.46875	yqjP	Uncharacterized protein yqjP	CDS	U712_11590		3.5.2.6		codirectional	34.8959	548.567	616.184	0.46875
PY79	2291019	2291855	837	+	proI	Pyrroline-5-carboxylate reductase 2	CDS	U712_11595	GO:0004735	1.5.1.2		head-on	69.0894	12.0072	3.86933	0.46595	proI	Pyrroline-5-carboxylate reductase 2	CDS	U712_11595	GO:0004735	1.5.1.2		head-on	69.0894	12.0072	3.86933	0.46595
PY79	2291896	2293539	1644	-	yqjN	Uncharacterized protein yqjN	CDS	U712_11600				codirectional	7.22194	264.809	96.6635	0.453771	yqjN	Uncharacterized protein yqjN	CDS	U712_11600				codirectional	7.22194	264.809	96.6635	0.453771
PY79	2293711	2294727	1017	+	yqjM	NADPH dehydrogenase	CDS	U712_11605		1.6.99.1		head-on	69.4284	220.824	211.537	0.462144	yqjM	NADPH dehydrogenase	CDS	U712_11605		1.6.99.1		head-on	69.4284	220.824	211.537	0.462144
PY79	2294837	2295598	762	+	yqjL	Uncharacterized protein yqjL	CDS	U712_11610				head-on	95.4119	283.424	255.892	0.452756	yqjL	Uncharacterized protein yqjL	CDS	U712_11610				head-on	95.4119	283.424	255.892	0.452756
PY79	2295874	2296797	924	-	rnz	Ribonuclease Z	CDS	U712_11615		3.1.26.11		codirectional	45.1493	69.3541	52.2025	0.461039	rnz	Ribonuclease Z	CDS	U712_11615		3.1.26.11		codirectional	45.1493	69.3541	52.2025	0.461039
PY79	2297024	2298493	1470	+	zwf	Glucose-6-phosphate 1-dehydrogenase	CDS	U712_11620	GO:0004345	1.1.1.49		head-on	688.348	8.65204	4.08509	0.42517	zwf	Glucose-6-phosphate 1-dehydrogenase	CDS	U712_11620	GO:0004345	1.1.1.49		head-on	688.348	8.65204	4.08509	0.42517
PY79	2298616	2300025	1410	-	gndA	6-phosphogluconate dehydrogenase, decarboxylating 2	CDS	U712_11625	GO:0004616	1.1.1.44		codirectional	811.486	92.0088	96.3108	0.439716	gndA	6-phosphogluconate dehydrogenase, decarboxylating 2	CDS	U712_11625	GO:0004616	1.1.1.44		codirectional	811.486	92.0088	96.3108	0.439716
PY79	2300135	2301379	1245	-	polYA	DNA polymerase IV 1	CDS	U712_11630	GO:0003887	2.7.7.7		codirectional	31.6572	138.784	171.16	0.461847	polYA	DNA polymerase IV 1	CDS	U712_11630	GO:0003887	2.7.7.7		codirectional	31.6572	138.784	171.16	0.461847
PY79	2301458	2301739	282	+	mifM	Uncharacterized protein yqzJ	CDS	U712_11635				head-on	133.489	176.958	231.436	0.404255	mifM	Uncharacterized protein yqzJ	CDS	U712_11635				head-on	133.489	176.958	231.436	0.404255
PY79	2301770	2302597	828	+	oxaAB	Membrane protein oxaA 2	CDS	U712_11640				head-on	145.332	212.363	222.088	0.434783	oxaAB	Membrane protein oxaA 2	CDS	U712_11640				head-on	145.332	212.363	222.088	0.434783
PY79	2302777	2303505	729	+	yqjF	Uncharacterized protein yqjF	CDS	U712_11645				head-on	32.6688	3.67033	0	0.460905	yqjF	Uncharacterized protein yqjF	CDS	U712_11645				head-on	32.6688	3.67033	0	0.460905
PY79	2303546	2304661	1116	-	yqjE	Uncharacterized protein yqjE	CDS	U712_11650		3.4.11.4		codirectional	290.084	31.1119	18.1131	0.462366	yqjE	Uncharacterized protein yqjE	CDS	U712_11650		3.4.11.4		codirectional	290.084	31.1119	18.1131	0.462366
PY79	2304679	2306208	1530	-	yqjD	Putative propionyl-CoA carboxylase beta chain	CDS	U712_11655	GO:0003989	6.4.1.2		codirectional	202.233	16.4169	15.3159	0.488889	yqjD	Putative propionyl-CoA carboxylase beta chain	CDS	U712_11655	GO:0003989	6.4.1.2		codirectional	202.233	16.4169	15.3159	0.488889
PY79	2306195	2306617	423	-	yqjC	Uncharacterized protein yqjC	CDS	U712_11660		5.1.99.1		codirectional	3.46725	23.3647	31.6387	0.432624	yqjC	Uncharacterized protein yqjC	CDS	U712_11660		5.1.99.1		codirectional	3.46725	23.3647	31.6387	0.432624
PY79	2306819	2307349	531	-	yqjB	Putative L,D-transpeptidase YqjB	CDS	U712_11665				codirectional	17.7122	20.6177	33.175	0.438795	yqjB	Putative L,D-transpeptidase YqjB	CDS	U712_11665				codirectional	17.7122	20.6177	33.175	0.438795
PY79	2307401	2308369	969	-	yqjA	Uncharacterized protein yqjA	CDS	U712_11670				codirectional	105.301	87.404	103.297	0.412797	yqjA	Uncharacterized protein yqjA	CDS	U712_11670				codirectional	105.301	87.404	103.297	0.412797
PY79	2308440	2309162	723	-	artR	Arginine transport ATP-binding protein ArtM	CDS	U712_11675				codirectional	40.4102	210.328	207.746	0.448133	artR	Arginine transport ATP-binding protein ArtM	CDS	U712_11675				codirectional	40.4102	210.328	207.746	0.448133
PY79	2309155	2309814	660	-	artQ	Arginine transport system permease protein ArtQ	CDS	U712_11680				codirectional	32.4511	200.032	356.62	0.428788	artQ	Arginine transport system permease protein ArtQ	CDS	U712_11680				codirectional	32.4511	200.032	356.62	0.428788
PY79	2309895	2310662	768	-	artP	Arginine-binding extracellular protein ArtP	CDS	U712_11685				codirectional	47.8334	1233.38	1419.9	0.414062	artP	Arginine-binding extracellular protein ArtP	CDS	U712_11685				codirectional	47.8334	1233.38	1419.9	0.414062
PY79	2310930	2311367	438	-	yqiW	Hypothetical Protein	CDS	U712_11690				codirectional	219.62	414.457	403.911	0.458904	yqiW	Hypothetical Protein	CDS	U712_11690				codirectional	219.62	414.457	403.911	0.458904
PY79	2311528	2312421	894	+	bmrU	Putative lipid kinase BmrU	CDS	U712_11695	GO:0004143			head-on	8.80166	73.2062	105.614	0.449664	bmrU	Putative lipid kinase BmrU	CDS	U712_11695	GO:0004143			head-on	8.80166	73.2062	105.614	0.449664
PY79	2312522	2313691	1170	+	bmr	Multidrug resistance protein 1	CDS	U712_11700				head-on	36.8105	85.8981	87.2028	0.445299	bmr	Multidrug resistance protein 1	CDS	U712_11700				head-on	36.8105	85.8981	87.2028	0.445299
PY79	2313764	2314600	837	+	bmrR	Multidrug-efflux transporter 1 regulator	CDS	U712_11705				head-on	13.4062	37.4757	50.0006	0.400239	bmrR	Multidrug-efflux transporter 1 regulator	CDS	U712_11705				head-on	13.4062	37.4757	50.0006	0.400239
PY79	2314662	2315936	1275	-	bkdB	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	CDS	U712_11710	GO:0005515	2.3.1.168		codirectional	229.387	447.34	463.731	0.461176	bkdB	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	CDS	U712_11710	GO:0005515	2.3.1.168		codirectional	229.387	447.34	463.731	0.461176
PY79	2315959	2316942	984	-	bkdAB	2-oxoisovalerate dehydrogenase subunit beta	CDS	U712_11715	GO:0003863	1.2.4.4		codirectional	191.588	210.874	192.328	0.484756	bkdAB	2-oxoisovalerate dehydrogenase subunit beta	CDS	U712_11715	GO:0003863	1.2.4.4		codirectional	191.588	210.874	192.328	0.484756
PY79	2316956	2317948	993	-	bkdAA	2-oxoisovalerate dehydrogenase subunit alpha	CDS	U712_11720	GO:0003863	1.2.4.4		codirectional	175.433	272.678	268.052	0.477341	bkdAA	2-oxoisovalerate dehydrogenase subunit alpha	CDS	U712_11720	GO:0003863	1.2.4.4		codirectional	175.433	272.678	268.052	0.477341
PY79	2317970	2319394	1425	-	lpdV	Dihydrolipoyl dehydrogenase	CDS	U712_11725	GO:0004148	1.8.1.4		codirectional	120.207	122.555	160.705	0.480702	lpdV	Dihydrolipoyl dehydrogenase	CDS	U712_11725	GO:0004148	1.8.1.4		codirectional	120.207	122.555	160.705	0.480702
PY79	2319415	2320506	1092	-	buk	Probable butyrate kinase	CDS	U712_11730	GO:0047761	2.7.2.7		codirectional	53.8939	96.5311	174.455	0.456044	buk	Probable butyrate kinase	CDS	U712_11730	GO:0047761	2.7.2.7		codirectional	53.8939	96.5311	174.455	0.456044
PY79	2320525	2321619	1095	-	bcd	Leucine dehydrogenase	CDS	U712_11735	GO:0050049	1.4.1.9		codirectional	27.596	131.618	269.272	0.473059	bcd	Leucine dehydrogenase	CDS	U712_11735	GO:0050049	1.4.1.9		codirectional	27.596	131.618	269.272	0.473059
PY79	2321631	2322530	900	-	ptb	Probable phosphate butyryltransferase	CDS	U712_11740	GO:0050182	2.3.1.19		codirectional	29.2812	415.713	443.18	0.481111	ptb	Probable phosphate butyryltransferase	CDS	U712_11740	GO:0050182	2.3.1.19		codirectional	29.2812	415.713	443.18	0.481111
PY79	2322655	2324733	2079	-	bkdR	Putative sigma L-dependent transcriptional regulator yqiR	CDS	U712_11745				codirectional	51.1289	28.897	17.9144	0.451659	bkdR	Putative sigma L-dependent transcriptional regulator yqiR	CDS	U712_11745				codirectional	51.1289	28.897	17.9144	0.451659
PY79	2324886	2325122	237	+	yqzF	Uncharacterized protein yqzF	CDS	U712_11750				head-on	74.5554	16.0066	9.24135	0.447257	yqzF	Uncharacterized protein yqzF	CDS	U712_11750				head-on	74.5554	16.0066	9.24135	0.447257
PY79	2325164	2326069	906	-	mmgF	Methylisocitrate lyase	CDS	U712_11755	GO:0046421	4.1.3.30		codirectional	11.1519	1072.83	867.918	0.497792	mmgF	Methylisocitrate lyase	CDS	U712_11755	GO:0046421	4.1.3.30		codirectional	11.1519	1072.83	867.918	0.497792
PY79	2326087	2327505	1419	-	mmgE	2-methylcitrate dehydratase	CDS	U712_11760	GO:0047547	4.2.1.79		codirectional	2.87105	819.274	628.437	0.474278	mmgE	2-methylcitrate dehydratase	CDS	U712_11760	GO:0047547	4.2.1.79		codirectional	2.87105	819.274	628.437	0.474278
PY79	2327520	2328638	1119	-	mmgD	2-methylcitrate synthase	CDS	U712_11765	GO:0050440	2.3.3.5		codirectional	0.644937	894.093	630.68	0.473637	mmgD	2-methylcitrate synthase	CDS	U712_11765	GO:0050440	2.3.3.5		codirectional	0.644937	894.093	630.68	0.473637
PY79	2328672	2329811	1140	-	mmgC	Acyl-CoA dehydrogenase	CDS	U712_11770	GO:0004085	1.3.99.2		codirectional	0.163369	576.898	385.789	0.473684	mmgC	Acyl-CoA dehydrogenase	CDS	U712_11770	GO:0004085	1.3.99.2		codirectional	0.163369	576.898	385.789	0.473684
PY79	2329839	2330702	864	-	mmgB	Probable 3-hydroxybutyryl-CoA dehydrogenase	CDS	U712_11775	GO:0008691	1.1.1.157		codirectional	0.215557	285.72	222.569	0.482639	mmgB	Probable 3-hydroxybutyryl-CoA dehydrogenase	CDS	U712_11775	GO:0008691	1.1.1.157		codirectional	0.215557	285.72	222.569	0.482639
PY79	2330727	2331908	1182	-	mmgA	Acetyl-CoA acetyltransferase	CDS	U712_11780	GO:0003988	2.3.1.16		codirectional	0.137869	962.194	800.782	0.517766	mmgA	Acetyl-CoA acetyltransferase	CDS	U712_11780	GO:0003988	2.3.1.16		codirectional	0.137869	962.194	800.782	0.517766
PY79	2332035	2332766	732	-	yqiK	Uncharacterized protein yqiK	CDS	U712_11785	GO:0008889	3.1.4.46		codirectional	28.6549	593.331	520.809	0.463115	yqiK	Uncharacterized protein yqiK	CDS	U712_11785	GO:0008889	3.1.4.46		codirectional	28.6549	593.331	520.809	0.463115
PY79	2332845	2333444	600	-	yqiI	Uncharacterized protein YqiI	CDS	U712_11790		3.5.1.28		codirectional	4.38442	255.918	223.754	0.483333	yqiI	Uncharacterized protein YqiI	CDS	U712_11790		3.5.1.28		codirectional	4.38442	255.918	223.754	0.483333
