Name	Locus_tag	key	classif
S905	new_2483514_2483788_c	new_2483514_2483788_c::AL009126.3:2483513-2483788(-)	5'
S911	new_2516201_2516406	new_2516201_2516406::AL009126.3:2516200-2516406(+)	5'
S913	new_2517757_2517885_c	new_2517757_2517885_c::AL009126.3:2517756-2517885(-)	5'
S914	new_2518877_2519029_c	new_2518877_2519029_c::AL009126.3:2518876-2519029(-)	5'
S916	new_2525615_2525743_c	new_2525615_2525743_c::AL009126.3:2525614-2525743(-)	5'
S921	new_2544915_2544994	new_2544915_2544994::AL009126.3:2544914-2544994(+)	5'
S922	new_2549607_2549677_c	new_2549607_2549677_c::AL009126.3:2549606-2549677(-)	5'
S923	new_2549645_2549774	new_2549645_2549774::AL009126.3:2549644-2549774(+)	5'
S924	new_2552307_2552445	new_2552307_2552445::AL009126.3:2552306-2552445(+)	5'
S932	new_2570490_2570556_c	new_2570490_2570556_c::AL009126.3:2570489-2570556(-)	5'
S935	new_2576155_2576328	new_2576155_2576328::AL009126.3:2576154-2576328(+)	5'
S936	new_2586107_2586175_c	new_2586107_2586175_c::AL009126.3:2586106-2586175(-)	5'
S937	new_2586704_2586996_c	new_2586704_2586996_c::AL009126.3:2586703-2586996(-)	5'
S940	new_2589046_2589122	new_2589046_2589122::AL009126.3:2589045-2589122(+)	5'
S942	new_2591866_2591960_c	new_2591866_2591960_c::AL009126.3:2591865-2591960(-)	5'
S946	new_2599267_2599375_c	new_2599267_2599375_c::AL009126.3:2599266-2599375(-)	5'
S948	new_2599926_2600047_c	new_2599926_2600047_c::AL009126.3:2599925-2600047(-)	5'
S950	new_2600050_2600154	new_2600050_2600154::AL009126.3:2600049-2600154(+)	5'
S953	new_2603868_2603981_c	new_2603868_2603981_c::AL009126.3:2603867-2603981(-)	5'
S954	new_2603983_2604060_c	new_2603983_2604060_c::AL009126.3:2603982-2604060(-)	5'
S955	new_2605598_2605729_c	new_2605598_2605729_c::AL009126.3:2605597-2605729(-)	5'
S961	new_2635740_2635814	new_2635740_2635814::AL009126.3:2635739-2635814(+)	5'
S963	new_2641195_2642042_c	new_2641195_2642042_c::AL009126.3:2641194-2642042(-)	5'
S965	new_2647113_2647674_c	new_2647113_2647674_c::AL009126.3:2647112-2647674(-)	5'
S966	new_2647355_2647455	new_2647355_2647455::AL009126.3:2647354-2647455(+)	5'
S970	new_2648688_2648796_c	new_2648688_2648796_c::AL009126.3:2648687-2648796(-)	5'
S971	new_2649776_2649841	new_2649776_2649841::AL009126.3:2649775-2649841(+)	5'
S974	new_2664534_2664730	new_2664534_2664730::AL009126.3:2664533-2664730(+)	5'
S988	new_2708700_2708787_c	new_2708700_2708787_c::AL009126.3:2708699-2708787(-)	5'
S998	new_2720264_2720343_c	new_2720264_2720343_c::AL009126.3:2720263-2720343(-)	5'
S1001	new_2724871_2724954_c	new_2724871_2724954_c::AL009126.3:2724870-2724954(-)	5'
S1003	new_2734144_2734373_c	new_2734144_2734373_c::AL009126.3:2734143-2734373(-)	5'
S1005	new_2736537_2736639_c	new_2736537_2736639_c::AL009126.3:2736536-2736639(-)	5'
S1006	new_2736849_2736914	new_2736849_2736914::AL009126.3:2736848-2736914(+)	5'
S1008	new_2740413_2740741	new_2740413_2740741::AL009126.3:2740412-2740741(+)	5'
S1013	new_2749037_2749259	new_2749037_2749259::AL009126.3:2749036-2749259(+)	5'
S1016	new_2755836_2755986	new_2755836_2755986::AL009126.3:2755835-2755986(+)	5'
S1017	new_2756227_2756311	new_2756227_2756311::AL009126.3:2756226-2756311(+)	5'
S1023	new_2778420_2778505_c	new_2778420_2778505_c::AL009126.3:2778419-2778505(-)	5'
S1030	new_2780894_2780990_c	new_2780894_2780990_c::AL009126.3:2780893-2780990(-)	5'
S1031	new_2781002_2781208	new_2781002_2781208::AL009126.3:2781001-2781208(+)	5'
S1034	new_2788570_2788634	new_2788570_2788634::AL009126.3:2788569-2788634(+)	5'
S1035	new_2791968_2792100_c	new_2791968_2792100_c::AL009126.3:2791967-2792100(-)	5'
S1036	new_2792102_2792210_c	new_2792102_2792210_c::AL009126.3:2792101-2792210(-)	5'
S1037	new_2795736_2795840_c	new_2795736_2795840_c::AL009126.3:2795735-2795840(-)	5'
S1039	new_2798090_2798150_c	new_2798090_2798150_c::AL009126.3:2798089-2798150(-)	5'
S1041	new_2802122_2802357	new_2802122_2802357::AL009126.3:2802121-2802357(+)	5'
S1043	new_2812134_2812231_c	new_2812134_2812231_c::AL009126.3:2812133-2812231(-)	5'
S1044	new_2818161_2818445	new_2818161_2818445::AL009126.3:2818160-2818445(+)	5'
S1046	new_2826743_2826818_c	new_2826743_2826818_c::AL009126.3:2826742-2826818(-)	5'
S1047	new_2829449_2829527_c	new_2829449_2829527_c::AL009126.3:2829448-2829527(-)	5'
S1048	new_2829529_2830447_c	new_2829529_2830447_c::AL009126.3:2829528-2830447(-)	5'
S1053	new_2841021_2841168	new_2841021_2841168::AL009126.3:2841020-2841168(+)	5'
S1056	new_2845839_2845914_c	new_2845839_2845914_c::AL009126.3:2845838-2845914(-)	5'
S1058	new_2854560_2854625_c	new_2854560_2854625_c::AL009126.3:2854559-2854625(-)	5'
S1062	new_2869631_2869739_c	new_2869631_2869739_c::AL009126.3:2869630-2869739(-)	5'
S1063	new_2879205_2879294_c	new_2879205_2879294_c::AL009126.3:2879204-2879294(-)	5'
S1064	new_2879296_2879712_c	new_2879296_2879712_c::AL009126.3:2879295-2879712(-)	5'
S1065	new_2879714_2879844_c	new_2879714_2879844_c::AL009126.3:2879713-2879844(-)	5'
S1066	new_2882791_2882902_c	new_2882791_2882902_c::AL009126.3:2882790-2882902(-)	5'
S1067	new_2886044_2886133_c	new_2886044_2886133_c::AL009126.3:2886043-2886133(-)	5'
S1069	new_2887590_2887779_c	new_2887590_2887779_c::AL009126.3:2887589-2887779(-)	5'
S1072	new_2897341_2897467_c	new_2897341_2897467_c::AL009126.3:2897340-2897467(-)	5'
S1073	new_2897469_2897599_c	new_2897469_2897599_c::AL009126.3:2897468-2897599(-)	5'
S1074	new_2898227_2898291	new_2898227_2898291::AL009126.3:2898226-2898291(+)	5'
S1076	new_2908738_2908833_c	new_2908738_2908833_c::AL009126.3:2908737-2908833(-)	5'
S1078	new_2913380_2913589_c	new_2913380_2913589_c::AL009126.3:2913379-2913589(-)	5'
S1079	new_2915149_2915261_c	new_2915149_2915261_c::AL009126.3:2915148-2915261(-)	5'
S1081	new_2930473_2930793_c	new_2930473_2930793_c::AL009126.3:2930472-2930793(-)	5'
S1087	new_2950025_2950153_c	new_2950025_2950153_c::AL009126.3:2950024-2950153(-)	5'
S1089	new_2953559_2953623_c	new_2953559_2953623_c::AL009126.3:2953558-2953623(-)	5'
S1091	new_2966140_2966287_c	new_2966140_2966287_c::AL009126.3:2966139-2966287(-)	5'
S1093	new_2966794_2966948_c	new_2966794_2966948_c::AL009126.3:2966793-2966948(-)	5'
S1094	new_2968641_2968771_c	new_2968641_2968771_c::AL009126.3:2968640-2968771(-)	5'
S1095	new_2968717_2968823	new_2968717_2968823::AL009126.3:2968716-2968823(+)	5'
S1099	new_2980988_2981070_c	new_2980988_2981070_c::AL009126.3:2980987-2981070(-)	5'
S1101	new_2982270_2982476_c	new_2982270_2982476_c::AL009126.3:2982269-2982476(-)	5'
S1104	new_2987548_2987649_c	new_2987548_2987649_c::AL009126.3:2987547-2987649(-)	5'
S1106	new_2989566_2989649_c	new_2989566_2989649_c::AL009126.3:2989565-2989649(-)	5'
S1109	new_2991133_2991249_c	new_2991133_2991249_c::AL009126.3:2991132-2991249(-)	5'
S1111	new_2996284_2996678	new_2996284_2996678::AL009126.3:2996283-2996678(+)	5'
S1112	new_2996680_2996979	new_2996680_2996979::AL009126.3:2996679-2996979(+)	5'
S1115	new_3008846_3008937	new_3008846_3008937::AL009126.3:3008845-3008937(+)	5'
S1118	new_3014345_3014422_c	new_3014345_3014422_c::AL009126.3:3014344-3014422(-)	5'
S1119	new_3016299_3016403_c	new_3016299_3016403_c::AL009126.3:3016298-3016403(-)	5'
S1120	new_3016405_3016534_c	new_3016405_3016534_c::AL009126.3:3016404-3016534(-)	5'
S1121	new_3021090_3021169_c	new_3021090_3021169_c::AL009126.3:3021089-3021169(-)	5'
S1122	new_3021166_3021232	new_3021166_3021232::AL009126.3:3021165-3021232(+)	5'
S1123	new_3028103_3029246_c	new_3028103_3029246_c::AL009126.3:3028102-3029246(-)	5'
S1124	new_3028207_3028296	new_3028207_3028296::AL009126.3:3028206-3028296(+)	5'
S1125	new_3031418_3031523_c	new_3031418_3031523_c::AL009126.3:3031417-3031523(-)	5'
S1126	new_3031524_3031613	new_3031524_3031613::AL009126.3:3031523-3031613(+)	5'
S1127	new_3031525_3032084_c	new_3031525_3032084_c::AL009126.3:3031524-3032084(-)	5'
S1130	new_3032765_3032908	new_3032765_3032908::AL009126.3:3032764-3032908(+)	5'
S1131	new_3032910_3033040	new_3032910_3033040::AL009126.3:3032909-3033040(+)	5'
S1132	new_3033042_3033166	new_3033042_3033166::AL009126.3:3033041-3033166(+)	5'
S1133	new_3034935_3035530	new_3034935_3035530::AL009126.3:3034934-3035530(+)	5'
S1135	new_3035532_3035729	new_3035532_3035729::AL009126.3:3035531-3035729(+)	5'
S1139	new_3045221_3045329_c	new_3045221_3045329_c::AL009126.3:3045220-3045329(-)	5'
S1141	new_3046584_3046684_c	new_3046584_3046684_c::AL009126.3:3046583-3046684(-)	5'
S1142	new_3049503_3049699_c	new_3049503_3049699_c::AL009126.3:3049502-3049699(-)	5'
S1143	new_3054512_3054650_c	new_3054512_3054650_c::AL009126.3:3054511-3054650(-)	5'
S1145	new_3059402_3059490_c	new_3059402_3059490_c::AL009126.3:3059401-3059490(-)	5'
S1148	new_3061289_3061624_c	new_3061289_3061624_c::AL009126.3:3061288-3061624(-)	5'
S1149	new_3068812_3069252_c	new_3068812_3069252_c::AL009126.3:3068811-3069252(-)	5'
S1150	new_3072180_3072285	new_3072180_3072285::AL009126.3:3072179-3072285(+)	5'
S1151	new_3072287_3072400	new_3072287_3072400::AL009126.3:3072286-3072400(+)	5'
S1153	new_3076730_3076817	new_3076730_3076817::AL009126.3:3076729-3076817(+)	5'
S1155	new_3095456_3095548_c	new_3095456_3095548_c::AL009126.3:3095455-3095548(-)	5'
S1158	new_3105800_3106064_c	new_3105800_3106064_c::AL009126.3:3105799-3106064(-)	5'
S1159	new_3106142_3106209	new_3106142_3106209::AL009126.3:3106141-3106209(+)	5'
S1161	new_3108426_3108524_c	new_3108426_3108524_c::AL009126.3:3108425-3108524(-)	5'
S1162	new_3119240_3119484_c	new_3119240_3119484_c::AL009126.3:3119239-3119484(-)	5'
S1163	new_3123442_3124021_c	new_3123442_3124021_c::AL009126.3:3123441-3124021(-)	5'
S1164	new_3124023_3124157_c	new_3124023_3124157_c::AL009126.3:3124022-3124157(-)	5'
S1168	new_3132220_3132310_c	new_3132220_3132310_c::AL009126.3:3132219-3132310(-)	5'
S1170	new_3135504_3135638_c	new_3135504_3135638_c::AL009126.3:3135503-3135638(-)	5'
S1174	new_3145997_3146088_c	new_3145997_3146088_c::AL009126.3:3145996-3146088(-)	5'
S1175	new_3146090_3146171_c	new_3146090_3146171_c::AL009126.3:3146089-3146171(-)	5'
S1176	new_3153718_3153830_c	new_3153718_3153830_c::AL009126.3:3153717-3153830(-)	5'
S1177	new_3153832_3153982_c	new_3153832_3153982_c::AL009126.3:3153831-3153982(-)	5'
S1181	new_3178641_3178932_c	new_3178641_3178932_c::AL009126.3:3178640-3178932(-)	5'
S1183	new_3182591_3182678_c	new_3182591_3182678_c::AL009126.3:3182590-3182678(-)	5'
S1185	new_3187402_3187502	new_3187402_3187502::AL009126.3:3187401-3187502(+)	5'
S1186	new_3193379_3193546_c	new_3193379_3193546_c::AL009126.3:3193378-3193546(-)	5'
S1198	new_3224669_3224824_c	new_3224669_3224824_c::AL009126.3:3224668-3224824(-)	5'
S1199	new_3224752_3224810	new_3224752_3224810::AL009126.3:3224751-3224810(+)	5'
S1203	new_3227502_3227580	new_3227502_3227580::AL009126.3:3227501-3227580(+)	5'
S1204	new_3228712_3228777	new_3228712_3228777::AL009126.3:3228711-3228777(+)	5'
S1206	new_3232483_3234571_c	new_3232483_3234571_c::AL009126.3:3232482-3234571(-)	5'
S1207	new_3236475_3237156	new_3236475_3237156::AL009126.3:3236474-3237156(+)	5'
S1208	new_3239640_3239929	new_3239640_3239929::AL009126.3:3239639-3239929(+)	5'
S1210	new_3246432_3246527	new_3246432_3246527::AL009126.3:3246431-3246527(+)	5'
S1211	new_3246529_3246678	new_3246529_3246678::AL009126.3:3246528-3246678(+)	5'
S1215	new_3256908_3257021_c	new_3256908_3257021_c::AL009126.3:3256907-3257021(-)	5'
S1216	new_3257233_3257319_c	new_3257233_3257319_c::AL009126.3:3257232-3257319(-)	5'
S1220	new_3263403_3263797	new_3263403_3263797::AL009126.3:3263402-3263797(+)	5'
S1223	new_3265241_3265327_c	new_3265241_3265327_c::AL009126.3:3265240-3265327(-)	5'
S1226	new_3276435_3276513_c	new_3276435_3276513_c::AL009126.3:3276434-3276513(-)	5'
S1228	new_3292297_3292406_c	new_3292297_3292406_c::AL009126.3:3292296-3292406(-)	5'
S1230	new_3293360_3293440_c	new_3293360_3293440_c::AL009126.3:3293359-3293440(-)	5'
S1231	new_3294170_3294254_c	new_3294170_3294254_c::AL009126.3:3294169-3294254(-)	5'
S1232	new_3297920_3297994_c	new_3297920_3297994_c::AL009126.3:3297919-3297994(-)	5'
S1233	new_3297962_3298076	new_3297962_3298076::AL009126.3:3297961-3298076(+)	5'
S1238	new_3301255_3301382_c	new_3301255_3301382_c::AL009126.3:3301254-3301382(-)	5'
S1239	new_3301384_3301448_c	new_3301384_3301448_c::AL009126.3:3301383-3301448(-)	5'
S1240	new_3302764_3302893_c	new_3302764_3302893_c::AL009126.3:3302763-3302893(-)	5'
S1241	new_3302895_3303142_c	new_3302895_3303142_c::AL009126.3:3302894-3303142(-)	5'
S1242	new_3305322_3305430_c	new_3305322_3305430_c::AL009126.3:3305321-3305430(-)	5'
S1245	new_3316130_3316211_c	new_3316130_3316211_c::AL009126.3:3316129-3316211(-)	5'
S1247	new_3317409_3317473	new_3317409_3317473::AL009126.3:3317408-3317473(+)	5'
S1249	new_3321221_3321355_c	new_3321221_3321355_c::AL009126.3:3321220-3321355(-)	5'
S1250	new_3328673_3328761	new_3328673_3328761::AL009126.3:3328672-3328761(+)	5'
S1253	new_3340938_3341024_c	new_3340938_3341024_c::AL009126.3:3340937-3341024(-)	5'
S1259	new_3361112_3361196_c	new_3361112_3361196_c::AL009126.3:3361111-3361196(-)	5'
S1266	new_3373649_3374171_c	new_3373649_3374171_c::AL009126.3:3373648-3374171(-)	5'
S1267	new_3379940_3380077_c	new_3379940_3380077_c::AL009126.3:3379939-3380077(-)	5'
S1268	new_3385447_3385618_c	new_3385447_3385618_c::AL009126.3:3385446-3385618(-)	5'
S1271	new_3388000_3388112	new_3388000_3388112::AL009126.3:3387999-3388112(+)	5'
S1272	new_3388009_3388287_c	new_3388009_3388287_c::AL009126.3:3388008-3388287(-)	5'
S1273	new_3388289_3388830_c	new_3388289_3388830_c::AL009126.3:3388288-3388830(-)	5'
S1276	new_3404438_3404707_c	new_3404438_3404707_c::AL009126.3:3404437-3404707(-)	5'
S1278	new_3410379_3410465	new_3410379_3410465::AL009126.3:3410378-3410465(+)	5'
S1280	new_3421635_3422223_c	new_3421635_3422223_c::AL009126.3:3421634-3422223(-)	5'
S1281	new_3430344_3430495_c	new_3430344_3430495_c::AL009126.3:3430343-3430495(-)	5'
S1282	new_3440953_3441054_c	new_3440953_3441054_c::AL009126.3:3440952-3441054(-)	5'
S1284	new_3446078_3446175_c	new_3446078_3446175_c::AL009126.3:3446077-3446175(-)	5'
S1286	new_3451133_3451197_c	new_3451133_3451197_c::AL009126.3:3451132-3451197(-)	5'
S1291	new_3463251_3463318_c	new_3463251_3463318_c::AL009126.3:3463250-3463318(-)	5'
S1293	new_3464210_3464288	new_3464210_3464288::AL009126.3:3464209-3464288(+)	5'
S1300	new_3481382_3481622_c	new_3481382_3481622_c::AL009126.3:3481381-3481622(-)	5'
S1302	new_3483775_3483886_c	new_3483775_3483886_c::AL009126.3:3483774-3483886(-)	5'
S1303	new_3483888_3483998_c	new_3483888_3483998_c::AL009126.3:3483887-3483998(-)	5'
S1304	new_3487818_3487895_c	new_3487818_3487895_c::AL009126.3:3487817-3487895(-)	5'
S1306	new_3495702_3495768_c	new_3495702_3495768_c::AL009126.3:3495701-3495768(-)	5'
S1308	new_3510491_3510596_c	new_3510491_3510596_c::AL009126.3:3510490-3510596(-)	5'
S1309	new_3510674_3510779	new_3510674_3510779::AL009126.3:3510673-3510779(+)	5'
S1311	new_3513628_3513886	new_3513628_3513886::AL009126.3:3513627-3513886(+)	5'
S1312	new_3528204_3528263_c	new_3528204_3528263_c::AL009126.3:3528203-3528263(-)	5'
S1313	new_3529856_3529913_c	new_3529856_3529913_c::AL009126.3:3529855-3529913(-)	5'
S1314	new_3535821_3536011	new_3535821_3536011::AL009126.3:3535820-3536011(+)	5'
S1318	new_3546111_3546186	new_3546111_3546186::AL009126.3:3546110-3546186(+)	5'
S1324	new_3574158_3574245_c	new_3574158_3574245_c::AL009126.3:3574157-3574245(-)	5'
S1327	new_3575785_3575982_c	new_3575785_3575982_c::AL009126.3:3575784-3575982(-)	5'
S1329	new_3579515_3579589_c	new_3579515_3579589_c::AL009126.3:3579514-3579589(-)	5'
S1330	new_3582691_3582779_c	new_3582691_3582779_c::AL009126.3:3582690-3582779(-)	5'
S1332	new_3589361_3589438_c	new_3589361_3589438_c::AL009126.3:3589360-3589438(-)	5'
S1336	new_3604568_3604754_c	new_3604568_3604754_c::AL009126.3:3604567-3604754(-)	5'
S1337	new_3604923_3604992	new_3604923_3604992::AL009126.3:3604922-3604992(+)	5'
S1340	new_3608843_3609333_c	new_3608843_3609333_c::AL009126.3:3608842-3609333(-)	5'
S1343	new_3615385_3615449_c	new_3615385_3615449_c::AL009126.3:3615384-3615449(-)	5'
S1345	new_3622048_3622137_c	new_3622048_3622137_c::AL009126.3:3622047-3622137(-)	5'
S1346	new_3622139_3622219_c	new_3622139_3622219_c::AL009126.3:3622138-3622219(-)	5'
S1347	new_3625508_3625640_c	new_3625508_3625640_c::AL009126.3:3625507-3625640(-)	5'
S1349	new_3630836_3630916_c	new_3630836_3630916_c::AL009126.3:3630835-3630916(-)	5'
S1350	new_3631609_3631729_c	new_3631609_3631729_c::AL009126.3:3631608-3631729(-)	5'
S1351	new_3634793_3634897_c	new_3634793_3634897_c::AL009126.3:3634792-3634897(-)	5'
S1352	new_3635902_3636010_c	new_3635902_3636010_c::AL009126.3:3635901-3636010(-)	5'
S1356	new_3646537_3646664_c	new_3646537_3646664_c::AL009126.3:3646536-3646664(-)	5'
S1357	new_3646613_3646699	new_3646613_3646699::AL009126.3:3646612-3646699(+)	5'
S1360	new_3649731_3649813_c	new_3649731_3649813_c::AL009126.3:3649730-3649813(-)	5'
S1362	new_3665533_3665628	new_3665533_3665628::AL009126.3:3665532-3665628(+)	5'
S1367	new_3669959_3672791	new_3669959_3672791::AL009126.3:3669958-3672791(+)	5'
S1368	new_3671623_3672496_c	new_3671623_3672496_c::AL009126.3:3671622-3672496(-)	5'
S1369	new_3672498_3672737_c	new_3672498_3672737_c::AL009126.3:3672497-3672737(-)	5'
S1370	new_3672793_3672923	new_3672793_3672923::AL009126.3:3672792-3672923(+)	5'
S1371	new_3675995_3676059_c	new_3675995_3676059_c::AL009126.3:3675994-3676059(-)	5'
S1374	new_3680971_3681105_c	new_3680971_3681105_c::AL009126.3:3680970-3681105(-)	5'
S1375	new_3681277_3681369	new_3681277_3681369::AL009126.3:3681276-3681369(+)	5'
S1377	new_3688579_3688715_c	new_3688579_3688715_c::AL009126.3:3688578-3688715(-)	5'
S1379	new_3693907_3693970_c	new_3693907_3693970_c::AL009126.3:3693906-3693970(-)	5'
S1380	new_3694080_3694200	new_3694080_3694200::AL009126.3:3694079-3694200(+)	5'
S1381	new_3695280_3695362	new_3695280_3695362::AL009126.3:3695279-3695362(+)	5'
S1382	new_3699152_3701361	new_3699152_3701361::AL009126.3:3699151-3701361(+)	5'
S1385	new_3712484_3712616	new_3712484_3712616::AL009126.3:3712483-3712616(+)	5'
S1387	new_3717098_3717211_c	new_3717098_3717211_c::AL009126.3:3717097-3717211(-)	5'
S1391	new_3728120_3728202_c	new_3728120_3728202_c::AL009126.3:3728119-3728202(-)	5'
S1393	new_3729297_3729412_c	new_3729297_3729412_c::AL009126.3:3729296-3729412(-)	5'
S1394	new_3730846_3730971_c	new_3730846_3730971_c::AL009126.3:3730845-3730971(-)	5'
S1395	new_3733649_3733734_c	new_3733649_3733734_c::AL009126.3:3733648-3733734(-)	5'
S1396	new_3733736_3733966_c	new_3733736_3733966_c::AL009126.3:3733735-3733966(-)	5'
S1397	new_3733968_3734142_c	new_3733968_3734142_c::AL009126.3:3733967-3734142(-)	5'
S1401	new_3744236_3744320_c	new_3744236_3744320_c::AL009126.3:3744235-3744320(-)	5'
S1404	new_3747092_3747171_c	new_3747092_3747171_c::AL009126.3:3747091-3747171(-)	5'
S1406	new_3760210_3760556	new_3760210_3760556::AL009126.3:3760209-3760556(+)	5'
S1407	new_3760558_3760693	new_3760558_3760693::AL009126.3:3760557-3760693(+)	5'
S1409	new_3762479_3762776_c	new_3762479_3762776_c::AL009126.3:3762478-3762776(-)	5'
S1410	new_3762583_3762663	new_3762583_3762663::AL009126.3:3762582-3762663(+)	5'
S1411	new_3762778_3763121_c	new_3762778_3763121_c::AL009126.3:3762777-3763121(-)	5'
S1413	new_3769109_3769193_c	new_3769109_3769193_c::AL009126.3:3769108-3769193(-)	5'
S1416	new_3769809_3769955_c	new_3769809_3769955_c::AL009126.3:3769808-3769955(-)	5'
S1420	new_3777872_3780532	new_3777872_3780532::AL009126.3:3777871-3780532(+)	5'
S1422	new_3780393_3780655_c	new_3780393_3780655_c::AL009126.3:3780392-3780655(-)	5'
S1426	new_3788004_3788274_c	new_3788004_3788274_c::AL009126.3:3788003-3788274(-)	5'
S1429	new_3791649_3791748_c	new_3791649_3791748_c::AL009126.3:3791648-3791748(-)	5'
S1430	new_3794010_3794074_c	new_3794010_3794074_c::AL009126.3:3794009-3794074(-)	5'
S1432	new_3796158_3796216_c	new_3796158_3796216_c::AL009126.3:3796157-3796216(-)	5'
S1433	new_3798209_3798320_c	new_3798209_3798320_c::AL009126.3:3798208-3798320(-)	5'
S1434	new_3802167_3802257_c	new_3802167_3802257_c::AL009126.3:3802166-3802257(-)	5'
S1435	new_3803282_3803359_c	new_3803282_3803359_c::AL009126.3:3803281-3803359(-)	5'
S1436	new_3804684_3804986_c	new_3804684_3804986_c::AL009126.3:3804683-3804986(-)	5'
S1439	new_3809370_3809496_c	new_3809370_3809496_c::AL009126.3:3809369-3809496(-)	5'
S1440	new_3809980_3810619_c	new_3809980_3810619_c::AL009126.3:3809979-3810619(-)	5'
S1441	new_3812301_3812488_c	new_3812301_3812488_c::AL009126.3:3812300-3812488(-)	5'
S1442	new_3813064_3813166_c	new_3813064_3813166_c::AL009126.3:3813063-3813166(-)	5'
S1444	new_3816500_3816558_c	new_3816500_3816558_c::AL009126.3:3816499-3816558(-)	5'
S1452	new_3849617_3849712_c	new_3849617_3849712_c::AL009126.3:3849616-3849712(-)	5'
S1457	new_3861223_3861307_c	new_3861223_3861307_c::AL009126.3:3861222-3861307(-)	5'
S1458	new_3862327_3866553	new_3862327_3866553::AL009126.3:3862326-3866553(+)	5'
S1461	new_3882015_3882097_c	new_3882015_3882097_c::AL009126.3:3882014-3882097(-)	5'
S1462	new_3882656_3882766_c	new_3882656_3882766_c::AL009126.3:3882655-3882766(-)	5'
S1463	new_3893312_3893440	new_3893312_3893440::AL009126.3:3893311-3893440(+)	5'
S1465	new_3905066_3905130_c	new_3905066_3905130_c::AL009126.3:3905065-3905130(-)	5'
S1467	new_3907315_3907453_c	new_3907315_3907453_c::AL009126.3:3907314-3907453(-)	5'
S1469	new_3913514_3913645_c	new_3913514_3913645_c::AL009126.3:3913513-3913645(-)	5'
S1470	new_3913898_3914008	new_3913898_3914008::AL009126.3:3913897-3914008(+)	5'
S1471	new_3918262_3918330_c	new_3918262_3918330_c::AL009126.3:3918261-3918330(-)	5'
S1472	new_3918332_3918517_c	new_3918332_3918517_c::AL009126.3:3918331-3918517(-)	5'
S1473	new_3918519_3918628_c	new_3918519_3918628_c::AL009126.3:3918518-3918628(-)	5'
S1474	new_3923131_3923318	new_3923131_3923318::AL009126.3:3923130-3923318(+)	5'
S1478	new_3951662_3951749_c	new_3951662_3951749_c::AL009126.3:3951661-3951749(-)	5'
S1479	new_3951938_3952042	new_3951938_3952042::AL009126.3:3951937-3952042(+)	5'
S1486	new_3979198_3979406_c	new_3979198_3979406_c::AL009126.3:3979197-3979406(-)	5'
S1487	new_3979408_3979516_c	new_3979408_3979516_c::AL009126.3:3979407-3979516(-)	5'
S1491	new_3988981_3989722_c	new_3988981_3989722_c::AL009126.3:3988980-3989722(-)	5'
S1492	new_3989098_3989183	new_3989098_3989183::AL009126.3:3989097-3989183(+)	5'
S1496	new_3996629_3996729	new_3996629_3996729::AL009126.3:3996628-3996729(+)	5'
S1497	new_3996731_3996828	new_3996731_3996828::AL009126.3:3996730-3996828(+)	5'
S1500	new_4004135_4004219_c	new_4004135_4004219_c::AL009126.3:4004134-4004219(-)	5'
S1501	new_4005137_4005322_c	new_4005137_4005322_c::AL009126.3:4005136-4005322(-)	5'
S1502	new_4005324_4006049_c	new_4005324_4006049_c::AL009126.3:4005323-4006049(-)	5'
S1504	new_4007659_4007722_c	new_4007659_4007722_c::AL009126.3:4007658-4007722(-)	5'
S1505	new_4010329_4010403	new_4010329_4010403::AL009126.3:4010328-4010403(+)	5'
S1513	new_4035641_4035833_c	new_4035641_4035833_c::AL009126.3:4035640-4035833(-)	5'
S1515	new_4039160_4039225_c	new_4039160_4039225_c::AL009126.3:4039159-4039225(-)	5'
S1516	new_4040876_4040985_c	new_4040876_4040985_c::AL009126.3:4040875-4040985(-)	5'
S1521	new_4065569_4065980_c	new_4065569_4065980_c::AL009126.3:4065568-4065980(-)	5'
S1522	new_4065982_4066068_c	new_4065982_4066068_c::AL009126.3:4065981-4066068(-)	5'
S1526	new_4084384_4084588_c	new_4084384_4084588_c::AL009126.3:4084383-4084588(-)	5'
S1527	new_4084424_4084730	new_4084424_4084730::AL009126.3:4084423-4084730(+)	5'
S1528	new_4084590_4084742_c	new_4084590_4084742_c::AL009126.3:4084589-4084742(-)	5'
S1529	new_4086646_4086801	new_4086646_4086801::AL009126.3:4086645-4086801(+)	5'
S1531	new_4091310_4091407_c	new_4091310_4091407_c::AL009126.3:4091309-4091407(-)	5'
S1532	new_4093838_4093937_c	new_4093838_4093937_c::AL009126.3:4093837-4093937(-)	5'
S1537	new_4107259_4107332_c	new_4107259_4107332_c::AL009126.3:4107258-4107332(-)	5'
S1538	new_4109676_4109842	new_4109676_4109842::AL009126.3:4109675-4109842(+)	5'
S1540	new_4118585_4118876	new_4118585_4118876::AL009126.3:4118584-4118876(+)	5'
S1542	new_4122850_4123061_c	new_4122850_4123061_c::AL009126.3:4122849-4123061(-)	5'
S1549	new_4140150_4140220_c	new_4140150_4140220_c::AL009126.3:4140149-4140220(-)	5'
S1550	new_4140222_4140497_c	new_4140222_4140497_c::AL009126.3:4140221-4140497(-)	5'
S1552	new_4154404_4154500_c	new_4154404_4154500_c::AL009126.3:4154403-4154500(-)	5'
S1553	new_4154502_4154694_c	new_4154502_4154694_c::AL009126.3:4154501-4154694(-)	5'
